物件名,所在地,家賃,面積,坪数,飲食可否,掲載サイト,詳細URL,住所取得可否,latitude,longitude,家賃数値,面積数値,坪数数値,家賃_円,面積_㎡_補正,坪数_補正,立地区分,店舗規模,物件タイプ推定,階数判定,駐車場判定,坪単価,事業成立パターン,不足理由,推奨カフェモデル,推定席数,原価率,人件費率,利益率,想定客単価,その他固定費,月間固定費,必要月商,必要日商_26日営業,必要月間客数,必要日客数_26日営業,理論必要日客数,推奨必要日客数,初期投資下限,初期投資上限,初期投資中央値,事業成立性スコア,評価点,評価ランク,評価コメント,ダッシュボード表示コメント,seongsu_rank,seongsu_fit_score,seongsu_fit_stars,seongsu_fit_type,ブランド順位,星評価,ブランド適合度,ブランドタイプ
ＷＩＮＤ 202,香川県高松市古新町,6.6万円,24.63㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-670378fdb15c5738c792975c/,取得済み,34.345727,134.0478245,6.6,24.63,,66000.0,24.63,7.45,不明,極小,不明,不明,不明,8858.0,低固定費・小商圏型,,テイクアウト・スタンド型カフェ,6.0,0.28,0.22,0.1,750,80000.0,146000.0,365000.0,14038.0,487.0,19.0,19.0,24.0,1341104.0,2980230.0,2160667.0,77,77,B,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可否確認必要 / 低客数で成立しやすい / 席数に対する必要回転数は高め,"低固定費・小商圏型。必要月商365,000円、必要日客数19人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 屋島西町 (潟元駅) の貸店舗（一部）,香川県高松市屋島西町,6.6万円,64.53㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-674bc7812895ed45f90dfeb2/,取得済み,34.3603444,134.0966033,6.6,64.53,,66000.0,64.53,19.52,郊外,小規模,店舗系,不明,不明,3381.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,18.0,0.29,0.23,0.1,900,100000.0,166000.0,436842.0,16802.0,485.0,19.0,19.0,26.0,4880081.0,10736179.0,7808130.0,72,72,B,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可否確認必要 / 郊外で駐車場確認必要 / 低客数で成立しやすい / 席数に対する必要回転数は低め,"低固定費・小商圏型。必要月商436,842円、必要日客数19人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 香川町川東下 の貸店舗（一部）,香川県高松市香川町川東下,7万円,64.71㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66c6b7940b0aca787b54d3a7/,取得済み,34.2455044,134.0300841,7.0,64.71,,70000.0,64.71,19.57,郊外,小規模,店舗系,不明,不明,3576.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,18.0,0.29,0.23,0.1,900,100000.0,170000.0,447368.0,17206.0,497.0,19.0,19.0,27.0,4893694.0,10766127.0,7829910.0,72,72,B,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可否確認必要 / 郊外で駐車場確認必要 / 低客数で成立しやすい / 席数に対する必要回転数は低め,"低固定費・小商圏型。必要月商447,368円、必要日客数19人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 木太町 (林道駅) の貸店舗（一部）,香川県高松市木太町,7万円,56.10㎡,,不可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-685e07f1970a600a34bedb25/,取得済み,34.3318938,134.0800231,7.0,56.1,,70000.0,56.1,16.97,準中心街,小規模,店舗系,不明,不明,4125.0,準中心街・生活圏型,,要個別検討,15.0,0.3,0.25,0.1,1000,100000.0,170000.0,485714.0,18681.0,486.0,19.0,19.0,28.0,5091075.0,11879175.0,8485125.0,17,17,D,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資1500万円以下 / 飲食不可のため原則対象外 / 席数に対する必要回転数は低め,"準中心街・生活圏型。必要月商485,714円、必要日客数19人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 花園町１丁目 (花園駅) の貸店舗（一部）,香川県高松市花園町１丁目,7万円,39.52㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5cc0ee5cd032a771437daaf9/,取得済み,34.3345829,134.0578551,7.0,39.52,,70000.0,39.52,11.95,準中心街,極小,店舗系,不明,不明,5855.0,準中心街・生活圏型,,要個別検討,11.0,0.3,0.25,0.1,1000,80000.0,150000.0,428571.0,16484.0,429.0,16.0,16.0,25.0,3586440.0,8368360.0,5977400.0,72,72,B,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可否確認必要,"準中心街・生活圏型。必要月商428,571円、必要日客数16人が目安。",,,,,,評価不可,,飲食可否対象外
小林店舗 １階　東,香川県高松市古馬場町,7.15万円,18.90㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/,取得済み,34.3425721,134.0518077,7.15,18.9,,71500.0,18.9,5.72,中心街,極小,店舗系,1階・路面想定,不明,12506.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,5.0,0.33,0.26,0.1,1400,80000.0,151500.0,488710.0,18797.0,349.0,13.0,13.0,24.0,2172555.0,4573800.0,3373178.0,100,100,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定 / 小規模高単価モデル向き / 席数に対する必要回転数は高め,"中心街・高単価型。必要月商488,710円、必要日客数13人が目安。",68.0,46.9,★★☆☆☆,実装難度高,68.0,★★☆☆☆,46.9,実装難度高
ＷＩＮＤ 003,香川県高松市古新町,7.1874万円,24.00㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68bfbbd36240320783c534cc/,取得済み,34.345727,134.0478245,7.1874,24.0,,71874.0,24.0,7.26,不明,極小,不明,不明,不明,9900.0,低固定費・小商圏型,,テイクアウト・スタンド型カフェ,6.0,0.28,0.22,0.1,750,80000.0,151874.0,379685.0,14603.0,506.0,19.0,19.0,25.0,1306800.0,2904000.0,2105400.0,77,77,B,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可否確認必要 / 低客数で成立しやすい / 席数に対する必要回転数は高め,"低固定費・小商圏型。必要月商379,685円、必要日客数19人が目安。",,,,,,評価不可,,飲食可否対象外
吉田ビル 1階,香川県高松市香川町川東上,7.7万円,34.75㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-65c9d71ddfbd573fa5601d7a/,取得済み,34.2277806,134.0376407,7.7,34.75,,77000.0,34.75,10.51,郊外,極小,不明,1階・路面想定,不明,7325.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,9.0,0.29,0.23,0.1,900,80000.0,157000.0,413158.0,15891.0,459.0,18.0,18.0,25.0,2627969.0,5781531.0,4204750.0,80,80,B,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可否確認必要 / 1階・路面想定 / 郊外で駐車場確認必要 / 低客数で成立しやすい,"低固定費・小商圏型。必要月商413,158円、必要日客数18人が目安。",,,,,,評価不可,,飲食可否対象外
ＡＫビル片原町Ⅱ　２階　北東 （２０１）,香川県高松市片原町,7.7万円,40.00㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-684fade320d8493430490ebe/,取得済み,34.3458826,134.0543651,7.7,40.0,,77000.0,40.0,12.1,中心街,小規模,不明,上階・地下想定,不明,6364.0,中心街・高単価型,,隠れ家・予約寄り高単価カフェ,11.0,0.34,0.27,0.1,1600,100000.0,177000.0,610345.0,23475.0,381.0,15.0,15.0,29.0,4840000.0,10285000.0,7562500.0,79,79,B,推奨必要日客数30人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可 / 上階・地下で集客難度あり / 小規模高単価モデル向き,"中心街・高単価型。必要月商610,345円、必要日客数15人が目安。",49.0,55.4,★★☆☆☆,実装難度高,49.0,★★☆☆☆,55.4,実装難度高
クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,7.7万円,41.50㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/,取得済み,34.3412277,134.051584,7.7,41.5,,77000.0,41.5,12.55,中心街,小規模,不明,不明,不明,6134.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,11.0,0.33,0.26,0.1,1400,100000.0,177000.0,570968.0,21960.0,408.0,16.0,16.0,28.0,4770425.0,10043000.0,7406712.0,87,87,A,推奨必要日客数30人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商570,968円、必要日客数16人が目安。",43.0,58.1,★★☆☆☆,実装難度高,43.0,★★☆☆☆,58.1,実装難度高
クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,7.7万円,22.16㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/,取得済み,34.3399504,134.0514047,7.7,22.16,,77000.0,22.16,6.7,中心街,極小,不明,1階・路面想定,不明,11487.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,5.0,0.33,0.26,0.1,1400,80000.0,157000.0,506452.0,19479.0,362.0,14.0,14.0,25.0,2547292.0,5362720.0,3955006.0,95,95,A,推奨必要日客数30人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可 / 1階・路面想定 / 小規模高単価モデル向き / 席数に対する必要回転数は高め,"中心街・高単価型。必要月商506,452円、必要日客数14人が目安。",56.0,48.5,★★☆☆☆,実装難度高,56.0,★★☆☆☆,48.5,実装難度高
新井ビル 200,香川県高松市成合町,7.7万円,66.54㎡,,不可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5bf219fbe5a69c28beb84613/,取得済み,34.2994211,134.0156685,7.7,66.54,,77000.0,66.54,20.13,不明,中規模,不明,不明,不明,3825.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,20.0,0.29,0.23,0.1,900,160000.0,237000.0,623684.0,23988.0,693.0,27.0,27.0,37.0,5032088.0,11070593.0,8051340.0,2,2,D,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資1500万円以下 / 飲食不可のため原則対象外 / 席数に対する必要回転数は低め,"低固定費・小商圏型。必要月商623,684円、必要日客数27人が目安。",,,,,,評価不可,,飲食可否対象外
牟礼町牟礼　倉庫 2F,香川県高松市牟礼町牟礼,7.7万円,107.05㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-665a9a1cda59646e4add9922/,取得済み,34.3493325,134.133009,7.7,107.05,,77000.0,107.05,32.38,郊外,中規模,倉庫・工場系,上階・地下想定,不明,2378.0,郊外・駐車場依存型,,郊外倉庫リノベ型カフェ,32.0,0.33,0.28,0.1,1200,160000.0,237000.0,817241.0,31432.0,681.0,26.0,26.0,39.0,12953050.0,29144364.0,21048707.0,16,16,D,推奨必要日客数50人以下 / 必要月商150万円以下 / 初期投資は重め / 飲食可否確認必要 / 上階・地下で集客難度あり / 郊外で駐車場確認必要 / 席数に対する必要回転数は低め,"郊外・駐車場依存型。必要月商817,241円、必要日客数26人が目安。",,,,,,評価不可,,飲食可否対象外
香川町浅野貸店舗 1階店舗,香川県高松市香川町浅野,8万円,70.00㎡,,不可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-590a7804e5a69c3b10d8431f/,取得済み,34.2587691,134.0425443,8.0,70.0,,80000.0,70.0,21.18,郊外,中規模,店舗系,1階・路面想定,不明,3778.0,郊外・駐車場依存型,,郊外生活圏カフェ,21.0,0.31,0.26,0.1,1050,160000.0,240000.0,727273.0,27972.0,693.0,27.0,27.0,40.0,5929000.0,12705000.0,9317000.0,5,5,D,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資1500万円以下 / 飲食不可のため原則対象外 / 1階・路面想定 / 郊外で駐車場確認必要 / 席数に対する必要回転数は低め,"郊外・駐車場依存型。必要月商727,273円、必要日客数27人が目安。",,,,,,評価不可,,飲食可否対象外
漆原テナント・事務所 1階,香川県高松市香川町大野,8万円,85.20㎡,,不可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-640d66da94d1b8330da06dcb/,取得済み,34.2664945,134.0255298,8.0,85.2,,80000.0,85.2,25.77,郊外,中規模,店舗系,1階・路面想定,不明,3104.0,郊外・駐車場依存型,,郊外生活圏カフェ,26.0,0.31,0.26,0.1,1050,160000.0,240000.0,727273.0,27972.0,693.0,27.0,27.0,40.0,7216440.0,15463801.0,11340120.0,5,5,D,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資1500万円以下 / 飲食不可のため原則対象外 / 1階・路面想定 / 郊外で駐車場確認必要 / 席数に対する必要回転数は低め,"郊外・駐車場依存型。必要月商727,273円、必要日客数27人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 香川町寺井 (空港通り駅) の貸店舗（一部）,香川県高松市香川町寺井,8.5万円,71.01㎡,,不可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-624cf5c1655be9215e0d7ed0/,取得済み,34.2718437,134.0304778,8.5,71.01,,85000.0,71.01,21.48,郊外,中規模,店舗系,不明,不明,3957.0,郊外・駐車場依存型,,郊外生活圏カフェ,21.0,0.31,0.26,0.1,1050,160000.0,245000.0,742424.0,28555.0,707.0,27.0,27.0,41.0,6014547.0,12888315.0,9451431.0,0,0,D,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資1500万円以下 / 飲食不可のため原則対象外 / 郊外で駐車場確認必要 / 席数に対する必要回転数は低め,"郊外・駐車場依存型。必要月商742,424円、必要日客数27人が目安。",,,,,,評価不可,,飲食可否対象外
サントピア８８ 2階部分,香川県高松市太田上町,8.8万円,100.02㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66f5eab3bb872232557dfacb/,取得済み,34.2970932,134.042515,8.8,100.02,,88000.0,100.02,30.26,準中心街,中規模,不明,上階・地下想定,不明,2909.0,準中心街・生活圏型,,要個別検討,30.0,0.3,0.25,0.1,1000,160000.0,248000.0,708571.0,27253.0,709.0,27.0,27.0,41.0,9076815.0,21179236.0,15128026.0,29,29,D,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資は重め / 飲食可否確認必要 / 上階・地下で集客難度あり / 席数に対する必要回転数は低め,"準中心街・生活圏型。必要月商708,571円、必要日客数27人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 香川町寺井 (空港通り駅) の貸店舗（一部）,香川県高松市香川町寺井,8.8万円,63.44㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5af17282e5a69c474d30150d/,取得済み,34.2718437,134.0304778,8.8,63.44,,88000.0,63.44,19.19,郊外,小規模,店舗系,不明,不明,4586.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,17.0,0.29,0.23,0.1,900,100000.0,188000.0,494737.0,19028.0,550.0,21.0,21.0,30.0,4797650.0,10554830.0,7676240.0,87,87,A,推奨必要日客数30人以下 / 必要月商50万円以下 / 初期投資800万円以下 / 飲食可 / 郊外で駐車場確認必要 / 低客数で成立しやすい / 席数に対する必要回転数は低め,"低固定費・小商圏型。必要月商494,737円、必要日客数21人が目安。",42.0,59.2,★★☆☆☆,実装難度高,42.0,★★☆☆☆,59.2,実装難度高
ＹＩビル 201,香川県高松市百間町,8.8万円,33.75㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66e8d7e134b4f94bff96b221/,取得済み,34.3451724,134.0528471,8.8,33.75,,88000.0,33.75,10.21,中心街,極小,不明,不明,不明,8620.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,9.0,0.33,0.26,0.1,1400,80000.0,168000.0,541935.0,20844.0,387.0,15.0,15.0,27.0,3879563.0,8167500.0,6023532.0,72,72,B,推奨必要日客数30人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可否確認必要 / 小規模高単価モデル向き,"中心街・高単価型。必要月商541,935円、必要日客数15人が目安。",,,,,,評価不可,,飲食可否対象外
クリエイトビル 4Ｆ,香川県高松市塩上町３丁目,9.9万円,71.77㎡,,不可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5ff50ad7298a4d3b7e2e7212/,取得済み,34.3388772,134.0573648,9.9,71.77,,99000.0,71.77,21.71,不明,中規模,不明,不明,不明,4560.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,22.0,0.29,0.23,0.1,900,160000.0,259000.0,681579.0,26215.0,757.0,29.0,29.0,41.0,5427606.0,11940734.0,8684170.0,2,2,D,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資1500万円以下 / 飲食不可のため原則対象外 / 席数に対する必要回転数は低め,"低固定費・小商圏型。必要月商681,579円、必要日客数29人が目安。",,,,,,評価不可,,飲食可否対象外
ヘンミビル 205,香川県高松市古馬場町,9.9万円,48.84㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a0e8e5ee5469042fbdbf228/,取得済み,34.3425721,134.0518077,9.9,48.84,,99000.0,48.84,14.77,中心街,小規模,不明,不明,不明,6701.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,13.0,0.33,0.26,0.1,1400,100000.0,199000.0,641935.0,24690.0,459.0,18.0,18.0,32.0,5614158.0,11819280.0,8716719.0,52,52,C,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 小規模高単価モデル向き,"中心街・高単価型。必要月商641,935円、必要日客数18人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 太田上町 (太田駅) の貸店舗（一部）,香川県高松市太田上町,10万円,69.95㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-662dca5ca7349f768c4d4d6a/,取得済み,34.2970932,134.042515,10.0,69.95,,100000.0,69.95,21.16,準中心街,中規模,店舗系,不明,不明,4726.0,準中心街・生活圏型,,要個別検討,21.0,0.3,0.25,0.1,1000,160000.0,260000.0,742857.0,28571.0,743.0,29.0,29.0,43.0,6347963.0,14811913.0,10579938.0,47,47,C,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資1500万円以下 / 飲食可否確認必要,"準中心街・生活圏型。必要月商742,857円、必要日客数29人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 塩上町 (瓦町駅) の貸店舗（一部）,香川県高松市塩上町,10万円,63.61㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-676a154920ba5422ebdb61c8/,取得済み,34.3359149,134.0508803,10.0,63.61,,100000.0,63.61,19.24,不明,小規模,店舗系,不明,不明,5197.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,17.0,0.29,0.23,0.1,900,100000.0,200000.0,526316.0,20243.0,585.0,22.0,22.0,31.0,4810506.0,10583114.0,7696810.0,57,57,C,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可否確認必要 / 席数に対する必要回転数は低め,"低固定費・小商圏型。必要月商526,316円、必要日客数22人が目安。",,,,,,評価不可,,飲食可否対象外
ＹＩビル 2階,香川県高松市百間町,10万円,39.35㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6836b1a3edabdc2b84828858/,取得済み,34.3451724,134.0528471,10.0,39.35,,100000.0,39.35,11.9,中心街,極小,不明,上階・地下想定,不明,8401.0,中心街・高単価型,,隠れ家・予約寄り高単価カフェ,11.0,0.34,0.27,0.1,1600,80000.0,180000.0,620690.0,23873.0,388.0,15.0,15.0,30.0,4761350.0,10117869.0,7439610.0,64,64,C,推奨必要日客数30人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可否確認必要 / 上階・地下で集客難度あり / 小規模高単価モデル向き,"中心街・高単価型。必要月商620,690円、必要日客数15人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 香川町川東下 の貸店舗（一部）,香川県高松市香川町川東下,11万円,103.78㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63e5b0fba4cf3a687b612ebf/,取得済み,34.2455044,134.0300841,11.0,103.78,,110000.0,103.78,31.39,郊外,中規模,店舗系,不明,不明,3504.0,郊外・駐車場依存型,,郊外生活圏カフェ,31.0,0.31,0.26,0.1,1050,160000.0,270000.0,818182.0,31469.0,779.0,30.0,30.0,45.0,8790166.0,18836071.0,13813118.0,34,34,D,推奨必要日客数50人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 郊外で駐車場確認必要 / 席数に対する必要回転数は低め,"郊外・駐車場依存型。必要月商818,182円、必要日客数30人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 郷東町 (香西駅) の貸店舗・事務所(一部),香川県高松市郷東町,11万円,132.52㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6625ffa21c76787b82940ef5/,取得済み,34.3473129,134.0147595,11.0,132.52,,110000.0,132.52,40.09,郊外,大型,店舗系,不明,不明,2744.0,郊外・駐車場依存型,,郊外生活圏カフェ,44.0,0.31,0.26,0.1,1050,250000.0,360000.0,1090909.0,41958.0,1039.0,40.0,40.0,60.0,11224444.0,24052381.0,17638412.0,12,12,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資は重め / 飲食可否確認必要 / 郊外で駐車場確認必要 / 席数に対する必要回転数は低め,"郊外・駐車場依存型。必要月商1,090,909円、必要日客数40人が目安。",,,,,,評価不可,,飲食可否対象外
津田ビル １階,香川県高松市中央町,11万円,74.93㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6606881ee7d24604c2711195/,取得済み,34.3364526,134.0452022,11.0,74.93,,110000.0,74.93,22.67,準中心街,中規模,不明,1階・路面想定,不明,4853.0,準中心街・生活圏型,,要個別検討,23.0,0.3,0.25,0.1,1000,160000.0,270000.0,771429.0,29670.0,771.0,30.0,30.0,45.0,6799898.0,15866428.0,11333163.0,55,55,C,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 1階・路面想定 / 席数に対する必要回転数は低め,"準中心街・生活圏型。必要月商771,429円、必要日客数30人が目安。",,,,,,評価不可,,飲食可否対象外
ソリッド 4D,香川県高松市古馬場町,11万円,42.08㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/,取得済み,34.3425721,134.0518077,11.0,42.08,,110000.0,42.08,12.73,中心街,小規模,不明,不明,不明,8642.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,11.0,0.33,0.26,0.1,1400,100000.0,210000.0,677419.0,26055.0,484.0,19.0,19.0,33.0,4837096.0,10183360.0,7510228.0,77,77,B,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商677,419円、必要日客数19人が目安。",46.0,57.4,★★☆☆☆,実装難度高,46.0,★★☆☆☆,57.4,実装難度高
高松市 花ノ宮町３丁目 (栗林公園駅) の貸店舗（一部）,香川県高松市花ノ宮町３丁目,12万円,85.95㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-646306e9202916104aaa82a9/,取得済み,34.3246462,134.0457846,12.0,85.95,,120000.0,85.95,26.0,不明,中規模,店舗系,不明,不明,4615.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,26.0,0.29,0.23,0.1,900,160000.0,280000.0,736842.0,28340.0,819.0,31.0,31.0,44.0,6499969.0,14299932.0,10399950.0,47,47,C,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 席数に対する必要回転数は低め,"低固定費・小商圏型。必要月商736,842円、必要日客数31人が目安。",,,,,,評価不可,,飲食可否対象外
富士ビル 地下１階,香川県高松市常磐町１丁目,12.1万円,93.00㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-662085d6af472b3b825c1d7d/,取得済み,34.3387776,134.0510854,12.1,93.0,,121000.0,93.0,28.13,中心街,中規模,不明,1階・路面想定,不明,4301.0,中心街・高回転型,,中心街ランチ・高回転型カフェ,28.0,0.32,0.26,0.1,1050,160000.0,281000.0,878125.0,33774.0,836.0,32.0,32.0,51.0,8439750.0,18286126.0,13362938.0,35,35,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 1階・路面想定 / 席数に対する必要回転数は低め,"中心街・高回転型。必要月商878,125円、必要日客数32人が目安。",,,,,,評価不可,,飲食可否対象外
西内町貸事務所　１階 1階,香川県高松市西内町,12.75万円,53.21㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-630eb9d1635f952635393cad/,取得済み,34.3475605,134.0469994,12.75,53.21,,127500.0,53.21,16.1,中心街,小規模,事務所系,1階・路面想定,不明,7921.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,14.0,0.33,0.26,0.1,1400,100000.0,227500.0,733871.0,28226.0,524.0,20.0,20.0,36.0,6116490.0,12876820.0,9496655.0,60,60,C,推奨必要日客数50人以下 / 必要月商80万円以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 1階・路面想定 / 小規模高単価モデル向き,"中心街・高単価型。必要月商733,871円、必要日客数20人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 屋島西町 (屋島駅) の貸店舗・事務所(一部),香川県高松市屋島西町,13万円,133.70㎡,,確認必要,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555897844249423ff8c68216/,取得済み,34.3603444,134.0966033,13.0,133.7,,130000.0,133.7,40.44,郊外,大型,店舗系,不明,不明,3214.0,郊外・駐車場依存型,,郊外生活圏カフェ,44.0,0.31,0.26,0.1,1050,250000.0,380000.0,1151515.0,44289.0,1097.0,42.0,42.0,63.0,11324390.0,24266551.0,17795470.0,12,12,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資は重め / 飲食可否確認必要 / 郊外で駐車場確認必要 / 席数に対する必要回転数は低め,"郊外・駐車場依存型。必要月商1,151,515円、必要日客数42人が目安。",,,,,,評価不可,,飲食可否対象外
高松市 扇町２丁目 (昭和町駅) の貸店舗（一部）,香川県高松市扇町２丁目,13.2万円,135.25㎡,,可,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67f20f823d177354830cb311/,取得済み,34.3445597,134.0357197,13.2,135.25,,132000.0,135.25,40.91,準中心街,大型,店舗系,不明,不明,3226.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,45.0,0.34,0.29,0.1,1250,250000.0,382000.0,1414815.0,54416.0,1132.0,44.0,44.0,78.0,17183513.0,36821814.0,27002664.0,10,10,D,推奨必要日客数80人以下 / 必要月商150万円以下 / 初期投資が重い / 飲食可 / 大型投資型のため慎重判断 / 席数に対する必要回転数は低め,"大型投資・高売上必須型。必要月商1,414,815円、必要日客数44人が目安。",23.0,67.6,★★★☆☆,標準テナント実装型,23.0,★★★☆☆,67.6,標準テナント実装型
