物件名,所在地,掲載サイト,詳細URL,latitude,longitude,家賃,家賃_円,面積,面積_㎡_補正,坪数,坪数_補正,坪単価,飲食可否,立地区分,店舗規模,物件タイプ推定,階数判定,駐車場判定,事業成立パターン,不足理由,推奨カフェモデル,推定席数,想定客単価,月間固定費,必要月商,必要日商_26日営業,必要日客数_26日営業,初期投資中央値,事業成立性スコア,評価ランク,評価コメント,ダッシュボード表示コメント
ＹＩビル 201,香川県高松市百間町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66e8d7e134b4f94bff96b221/,34.3451724,134.0528471,8.8万円,88000.0,33.75㎡,33.75,,10.21,8620.0,不明,中心街,極小,不明,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,8,1300,168000.0,525000.0,20192.0,16.0,5104688,85,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可否確認必要 / 小規模高単価モデル向き,"中心街・高単価型。必要月商525,000円、必要日客数16人が目安。"
クリエイトビル 4Ｆ,香川県高松市塩上町３丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5ff50ad7298a4d3b7e2e7212/,34.3388772,134.0573648,9.9万円,99000.0,71.77㎡,71.77,,21.71,4560.0,不可,不明,中規模,不明,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,20,900,259000.0,664103.0,25542.0,28.0,9226930,45,D,必要月商80万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食不可の可能性,"低固定費・小商圏型。必要月商664,103円、必要日客数28人が目安。"
ヘンミビル 205,香川県高松市古馬場町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a0e8e5ee5469042fbdbf228/,34.3425721,134.0518077,9.9万円,99000.0,48.84㎡,48.84,,14.77,6701.0,不明,中心街,小規模,不明,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,11,1300,199000.0,621875.0,23918.0,18.0,7387050,85,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可否確認必要 / 小規模高単価モデル向き,"中心街・高単価型。必要月商621,875円、必要日客数18人が目安。"
高松市 太田上町 (太田駅) の貸店舗（一部）,香川県高松市太田上町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-662dca5ca7349f768c4d4d6a/,34.2970932,134.042515,10万円,100000.0,69.95㎡,69.95,,21.16,4726.0,不明,準中心街,中規模,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,16,1300,260000.0,812500.0,31250.0,24.0,10579938,60,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要,"中心街・高単価型。必要月商812,500円、必要日客数24人が目安。"
高松市 塩上町 (瓦町駅) の貸店舗（一部）,香川県高松市塩上町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-676a154920ba5422ebdb61c8/,34.3359149,134.0508803,10万円,100000.0,63.61㎡,63.61,,19.24,5197.0,不明,不明,小規模,店舗系,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,17,900,200000.0,512821.0,19724.0,22.0,8177860,70,B,必要月商80万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要,"低固定費・小商圏型。必要月商512,821円、必要日客数22人が目安。"
ＹＩビル 2階,香川県高松市百間町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6836b1a3edabdc2b84828858/,34.3451724,134.0528471,10万円,100000.0,39.35㎡,39.35,,11.9,8401.0,不明,中心街,極小,不明,上階・地下想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,9,1300,180000.0,562500.0,21635.0,17.0,5951688,77,B,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可否確認必要 / 上階・地下で集客難度あり / 小規模高単価モデル向き,"中心街・高単価型。必要月商562,500円、必要日客数17人が目安。"
高松市 香川町川東下 の貸店舗（一部）,香川県高松市香川町川東下,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63e5b0fba4cf3a687b612ebf/,34.2455044,134.0300841,11万円,110000.0,103.78㎡,103.78,,31.39,3504.0,不明,郊外,中規模,店舗系,不明,不明,郊外・駐車場依存型,,郊外滞在・ランチ需要型カフェ,35,1100,270000.0,870968.0,33499.0,30.0,16481562,45,D,必要月商150万円以下 / 必要日客数35人以下 / 初期投資は重め / 飲食可否確認必要 / 郊外で駐車場確認必要,"郊外・駐車場依存型。必要月商870,968円、必要日客数30人が目安。"
高松市 郷東町 (香西駅) の貸店舗・事務所(一部),香川県高松市郷東町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6625ffa21c76787b82940ef5/,34.3473129,134.0147595,11万円,110000.0,132.52㎡,132.52,,40.09,2744.0,不明,郊外,大型,店舗系,不明,不明,郊外・駐車場依存型,,郊外滞在・ランチ需要型カフェ,44,1100,360000.0,1161290.0,44665.0,41.0,21045833,35,D,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可否確認必要 / 郊外で駐車場確認必要,"郊外・駐車場依存型。必要月商1,161,290円、必要日客数41人が目安。"
津田ビル １階,香川県高松市中央町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6606881ee7d24604c2711195/,34.3364526,134.0452022,11万円,110000.0,74.93㎡,74.93,,22.67,4853.0,不明,準中心街,中規模,不明,1階・路面想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,17,1300,270000.0,843750.0,32452.0,25.0,11333163,68,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 1階・路面想定,"中心街・高単価型。必要月商843,750円、必要日客数25人が目安。"
ソリッド 4D,香川県高松市古馬場町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/,34.3425721,134.0518077,11万円,110000.0,42.08㎡,42.08,,12.73,8642.0,可,中心街,小規模,不明,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,10,1300,210000.0,656250.0,25240.0,19.0,6364600,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商656,250円、必要日客数19人が目安。"
高松市 花ノ宮町３丁目 (栗林公園駅) の貸店舗（一部）,香川県高松市花ノ宮町３丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-646306e9202916104aaa82a9/,34.3246462,134.0457846,12万円,120000.0,85.95㎡,85.95,,26.0,4615.0,不明,不明,中規模,店舗系,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,23,900,280000.0,717949.0,27613.0,31.0,11049948,70,B,必要月商80万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要,"低固定費・小商圏型。必要月商717,949円、必要日客数31人が目安。"
富士ビル 地下１階,香川県高松市常磐町１丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-662085d6af472b3b825c1d7d/,34.3387776,134.0510854,12.1万円,121000.0,93.00㎡,93.0,,28.13,4301.0,不明,中心街,中規模,不明,1階・路面想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,21,1300,281000.0,878125.0,33774.0,26.0,14066250,68,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 1階・路面想定,"中心街・高単価型。必要月商878,125円、必要日客数26人が目安。"
西内町貸事務所　１階 1階,香川県高松市西内町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-630eb9d1635f952635393cad/,34.3475605,134.0469994,12.75万円,127500.0,53.21㎡,53.21,,16.1,7921.0,不明,中心街,小規模,事務所系,1階・路面想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,12,1300,227500.0,710938.0,27344.0,21.0,8048013,83,B,必要月商80万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 1階・路面想定 / 小規模高単価モデル向き,"中心街・高単価型。必要月商710,938円、必要日客数21人が目安。"
高松市 屋島西町 (屋島駅) の貸店舗・事務所(一部),香川県高松市屋島西町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555897844249423ff8c68216/,34.3603444,134.0966033,13万円,130000.0,133.70㎡,133.7,,40.44,3214.0,不明,郊外,大型,店舗系,不明,不明,郊外・駐車場依存型,,郊外滞在・ランチ需要型カフェ,44,1100,380000.0,1225806.0,47146.0,43.0,21233232,35,D,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可否確認必要 / 郊外で駐車場確認必要,"郊外・駐車場依存型。必要月商1,225,806円、必要日客数43人が目安。"
高松市 扇町２丁目 (昭和町駅) の貸店舗（一部）,香川県高松市扇町２丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67f20f823d177354830cb311/,34.3445597,134.0357197,13.2万円,132000.0,135.25㎡,135.25,,40.91,3226.0,可,準中心街,大型,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,31,1300,382000.0,1193750.0,45913.0,35.0,20456564,65,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資は重め / 飲食可,"中心街・高単価型。必要月商1,193,750円、必要日客数35人が目安。"
ＡＫビル片原町Ⅱ　２階　北西 （２０２号）,香川県高松市片原町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-684a89ea243a5b1d0deb1257/,34.3458826,134.0543651,13.2万円,132000.0,69.48㎡,69.48,,21.02,6280.0,可,中心街,中規模,不明,上階・地下想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,16,1300,292000.0,912500.0,35096.0,27.0,10508850,67,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可 / 上階・地下で集客難度あり,"中心街・高単価型。必要月商912,500円、必要日客数27人が目安。"
高松市 天神前 (栗林公園北口駅) の貸店舗（一部）,香川県高松市天神前,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-642fa6da77270d5cba271843/,34.3388334,134.045818,14.3万円,143000.0,56.00㎡,56.0,,16.94,8442.0,不明,不明,小規模,店舗系,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,15,900,243000.0,623077.0,23964.0,27.0,7199500,80,B,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可否確認必要,"低固定費・小商圏型。必要月商623,077円、必要日客数27人が目安。"
西村ジョイ屋島店　１階北ＥＶ前 1階,香川県高松市屋島西町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67330cb3c7b82905187c793b/,34.3603444,134.0966033,14.971万円,149710.0,45.00㎡,45.0,,13.61,10998.0,不明,郊外,小規模,不明,1階・路面想定,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,12,900,249710.0,640282.0,24626.0,27.0,5785312,83,B,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可否確認必要 / 1階・路面想定 / 郊外で駐車場確認必要,"低固定費・小商圏型。必要月商640,282円、必要日客数27人が目安。"
大内ビル 1階,香川県高松市今新町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6833f5d6c196ea30e30ea1ee/,34.3439421,134.0526969,15万円,150000.0,69.03㎡,69.03,,20.88,7183.0,可,中心街,中規模,不明,1階・路面想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,16,1300,310000.0,968750.0,37260.0,29.0,10440788,83,B,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定,"中心街・高単価型。必要月商968,750円、必要日客数29人が目安。"
高松市 上福岡町 (花園駅) の貸店舗・事務所(一部),香川県高松市上福岡町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-682a928cd63cad3855bc8266/,34.3302357,134.0637986,15万円,150000.0,157.80㎡,157.8,,47.73,3142.0,不明,準中心街,大型,店舗系,不明,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,57,1150,400000.0,1379310.0,53050.0,46.0,25060614,20,D,必要月商150万円以下 / 必要日客数60人以下 / 初期投資が重い / 飲食可否確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商1,379,310円、必要日客数46人が目安。"
高松市 鶴屋町 (片原町駅) の貸店舗（一部）,香川県高松市鶴屋町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a20da03cb8ef797e0780d96/,34.3467972,134.0549327,15万円,150000.0,98.59㎡,98.59,,29.82,5030.0,不明,不明,中規模,店舗系,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,27,900,310000.0,794872.0,30572.0,34.0,12674978,70,B,必要月商80万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要,"低固定費・小商圏型。必要月商794,872円、必要日客数34人が目安。"
新井ビル 1階,香川県高松市成合町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-55588e3142494231b8305814/,34.2994211,134.0156685,15.07万円,150700.0,98.41㎡,98.41,,29.77,5062.0,不可,不明,中規模,不明,1階・路面想定,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,27,900,310700.0,796667.0,30641.0,34.0,12651836,53,C,必要月商80万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食不可の可能性 / 1階・路面想定,"低固定費・小商圏型。必要月商796,667円、必要日客数34人が目安。"
高松プラザビル ６０３,香川県高松市中野町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-673ead7ac3c8d520f9d36c63/,34.3340385,134.0434882,15.2295万円,152295.0,61.04㎡,61.04,,18.46,8248.0,不明,不明,小規模,不明,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,17,900,252295.0,646910.0,24881.0,28.0,7847455,80,B,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可否確認必要,"低固定費・小商圏型。必要月商646,910円、必要日客数28人が目安。"
高松市 新北町 (昭和町駅) の貸店舗・事務所(一部),香川県高松市新北町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6052fa256962487ccb19b993/,34.3529843,134.0256404,15.4万円,154000.0,71.87㎡,71.87,,21.74,7083.0,不可,不明,中規模,店舗系,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,20,900,314000.0,805128.0,30966.0,34.0,9239787,35,D,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食不可の可能性,"低固定費・小商圏型。必要月商805,128円、必要日客数34人が目安。"
プレシャス番町ビル 4F,香川県高松市番町３丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68db7f1ba22de730730349b5/,34.3423736,134.0417194,15.8万円,158000.0,86.88㎡,86.88,,26.28,6012.0,不明,準中心街,中規模,不明,上階・地下想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,20,1300,318000.0,993750.0,38221.0,29.0,13140600,52,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 上階・地下で集客難度あり,"中心街・高単価型。必要月商993,750円、必要日客数29人が目安。"
ツゥーフィートビル 5-B,香川県高松市鍛冶屋町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/,34.3428604,134.0487343,16.5万円,165000.0,61.62㎡,61.62,,18.64,8852.0,可,中心街,小規模,不明,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,14,1300,265000.0,828125.0,31851.0,25.0,9320025,80,B,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商828,125円、必要日客数25人が目安。"
京都興産ビル ５F,香川県高松市瓦町１丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,34.3412277,134.051584,16.5万円,165000.0,116.86㎡,116.86,,35.35,4668.0,可,中心街,大型,不明,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,27,1300,415000.0,1296875.0,49880.0,38.0,17675076,55,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可,"中心街・高単価型。必要月商1,296,875円、必要日客数38人が目安。"
下田井町貸店舗事務所 1階,香川県高松市下田井町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68f1b59cc430a27e9e0ec70f/,34.293847,134.0928756,16.5万円,165000.0,105.56㎡,105.56,,31.93,5167.0,可,不明,中規模,店舗系,1階・路面想定,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,29,900,325000.0,833333.0,32051.0,36.0,13571058,73,B,必要月商150万円以下 / 必要日客数60人以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定,"低固定費・小商圏型。必要月商833,333円、必要日客数36人が目安。"
錦町１丁目　小川マンション１階店舗 1階,香川県高松市錦町１丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-699d42258f9bb7ed6b2b1bdd/,34.3475208,134.044579,16.5万円,165000.0,68.00㎡,68.0,,20.57,8021.0,可,不明,中規模,店舗系,1階・路面想定,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,19,900,325000.0,833333.0,32051.0,36.0,8742250,73,B,必要月商150万円以下 / 必要日客数60人以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定,"低固定費・小商圏型。必要月商833,333円、必要日客数36人が目安。"
プレシャス番町ビル（第一讃機ビル） 4 F北東ｶｰﾈｰｼｮﾝ,香川県高松市番町３丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63d8b7d3f47768688d0d5cfc/,34.3423736,134.0417194,16.5万円,165000.0,86.88㎡,86.88,,26.28,6278.0,不明,準中心街,中規模,不明,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,20,1300,325000.0,1015625.0,39063.0,30.0,13140600,60,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要,"中心街・高単価型。必要月商1,015,625円、必要日客数30人が目安。"
シャトー古馬場　２階 2階,香川県高松市古馬場町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055706b417/,34.3425721,134.0518077,16.5万円,165000.0,65.91㎡,65.91,,19.94,8276.0,可,中心街,小規模,不明,上階・地下想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,15,1300,265000.0,828125.0,31851.0,25.0,9968888,72,B,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可 / 上階・地下で集客難度あり / 小規模高単価モデル向き,"中心街・高単価型。必要月商828,125円、必要日客数25人が目安。"
高松市 屋島西町 (春日川駅) の貸店舗（一括）,香川県高松市屋島西町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/,34.3603444,134.0966033,17万円,170000.0,132.48㎡,132.48,,40.08,4242.0,可,郊外,大型,店舗系,不明,不明,郊外・駐車場依存型,,郊外滞在・ランチ需要型カフェ,44,1100,420000.0,1354839.0,52109.0,47.0,21039480,50,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可 / 郊外で駐車場確認必要,"郊外・駐車場依存型。必要月商1,354,839円、必要日客数47人が目安。"
高松市 番町１丁目 (瓦町駅) の貸店舗（一部）,香川県高松市番町１丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6745221d019e3c41c94e53fb/,34.34249,134.0464464,18.15万円,181500.0,38.98㎡,38.98,,11.79,15393.0,不明,準中心街,極小,店舗系,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,11,900,263175.0,674808.0,25954.0,29.0,5011366,80,B,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可否確認必要,"低固定費・小商圏型。必要月商674,808円、必要日客数29人が目安。"
向山ビル２Ｆ 2F,香川県高松市瓦町１丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/,34.3412277,134.051584,19.8万円,198000.0,75.60㎡,75.6,,22.87,8658.0,不明,中心街,中規模,不明,上階・地下想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,17,1300,358000.0,1118750.0,43029.0,33.0,11434500,52,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 上階・地下で集客難度あり,"中心街・高単価型。必要月商1,118,750円、必要日客数33人が目安。"
Ｗｉｔｈビル 1階,香川県高松市瓦町２丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69aa7d5de563002bb48f101b/,34.3399504,134.0514047,19.8万円,198000.0,81.70㎡,81.7,,24.71,8012.0,不明,中心街,中規模,不明,1階・路面想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,19,1300,358000.0,1118750.0,43029.0,33.0,12357126,68,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 1階・路面想定,"中心街・高単価型。必要月商1,118,750円、必要日客数33人が目安。"
香西貸店舗 1階,香川県高松市香西東町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5c62452d9732ec08c6b7f9a3/,34.3403451,134.007635,19.8万円,198000.0,187.74㎡,187.74,,56.79,3486.0,不明,郊外,大型,店舗系,1階・路面想定,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,68,1150,448000.0,1544828.0,59416.0,52.0,29815460,13,D,必要月商250万円以下 / 必要日客数60人以下 / 初期投資が重い / 飲食可否確認必要 / 1階・路面想定 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商1,544,828円、必要日客数52人が目安。"
アビタシオンＮＹＫ 1F南,香川県高松市香西南町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5ecf6e6730c1427032fc12e9/,34.3394484,134.0002361,19.8万円,198000.0,182.25㎡,182.25,,55.13,3591.0,不明,郊外,大型,不明,1階・路面想定,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,66,1150,448000.0,1544828.0,59416.0,52.0,28943579,13,D,必要月商250万円以下 / 必要日客数60人以下 / 初期投資が重い / 飲食可否確認必要 / 1階・路面想定 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商1,544,828円、必要日客数52人が目安。"
高松市 亀岡町 (栗林公園北口駅) の貸店舗・事務所(一部),香川県高松市亀岡町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-640e8a8741708e129e914078/,34.3369293,134.0412259,20万円,200000.0,99.56㎡,99.56,,30.12,6641.0,不可,不明,中規模,店舗系,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,27,900,360000.0,923077.0,35503.0,39.0,12799683,25,D,必要月商150万円以下 / 必要日客数60人以下 / 初期投資1500万円以下 / 飲食不可の可能性,"低固定費・小商圏型。必要月商923,077円、必要日客数39人が目安。"
ガーデンコート高松 401,香川県高松市大工町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5c822221d032a71c6cedffdc/,34.3445496,134.0527521,20.9万円,209000.0,124.89㎡,124.89,,37.78,5532.0,不明,中心街,大型,不明,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,28,1300,459000.0,1434375.0,55168.0,42.0,18889613,40,D,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可否確認必要,"中心街・高単価型。必要月商1,434,375円、必要日客数42人が目安。"
ガーデンコート高松 501,香川県高松市大工町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60bdd67067528231e3404a78/,34.3445496,134.0527521,20.9万円,209000.0,123.09㎡,123.09,,37.23,5613.0,不明,中心街,大型,不明,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,28,1300,459000.0,1434375.0,55168.0,42.0,18617363,40,D,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可否確認必要,"中心街・高単価型。必要月商1,434,375円、必要日客数42人が目安。"
京都興産ビル 3F,香川県高松市瓦町１丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/,34.3412277,134.051584,22万円,220000.0,116.86㎡,116.86,,35.35,6223.0,可,中心街,大型,不明,上階・地下想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,27,1300,470000.0,1468750.0,56490.0,43.0,17675076,47,D,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可 / 上階・地下で集客難度あり,"中心街・高単価型。必要月商1,468,750円、必要日客数43人が目安。"
じゃこ丸ビル ５階　南,香川県高松市西の丸町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-681acd9ced5168205e52f3c4/,34.3493418,134.0469457,22万円,220000.0,92.00㎡,92.0,,27.83,7905.0,可,不明,中規模,不明,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,25,900,380000.0,974359.0,37475.0,42.0,11827750,65,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資1500万円以下 / 飲食可,"低固定費・小商圏型。必要月商974,359円、必要日客数42人が目安。"
パールコート 1階,香川県高松市百間町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69e1f4f32b1cfe70dd417739/,34.3451724,134.0528471,22万円,220000.0,124.58㎡,124.58,,37.69,5838.0,可,中心街,大型,不明,1階・路面想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,28,1300,470000.0,1468750.0,56490.0,43.0,18842726,63,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可 / 1階・路面想定,"中心街・高単価型。必要月商1,468,750円、必要日客数43人が目安。"
高松市 百間町 (瓦町駅) の貸店舗（一部）,香川県高松市百間町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68959441674fe57902cecc97/,34.3451724,134.0528471,22万円,220000.0,124.58㎡,124.58,,37.69,5838.0,可,中心街,大型,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,28,1300,470000.0,1468750.0,56490.0,43.0,18842726,55,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可,"中心街・高単価型。必要月商1,468,750円、必要日客数43人が目安。"
セントラル高松中新町ビル（旧太陽生命高松中新町ビル） ３０２,香川県高松市中新町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-678dbd615146490136a2bcc3/,34.3370423,134.0477376,23.5543万円,235543.0,74.54㎡,74.54,,22.55,10446.0,不明,不明,中規模,不明,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,20,900,395543.0,1014213.0,39008.0,43.0,9583050,50,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資1500万円以下 / 飲食可否確認必要,"低固定費・小商圏型。必要月商1,014,213円、必要日客数43人が目安。"
