判定,代表index,重複index,代表物件名,重複物件名,代表所在地,重複所在地,代表家賃,重複家賃,代表坪数,重複坪数,代表サイト,重複サイト,代表URL,重複URL
要確認候補,87,129,クイ－ンズスケア第一 1階C,Ｗｉｔｈビル 1階,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,7.7万円,19.8万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69aa7d5de563002bb48f101b/
要確認候補,87,156,クイ－ンズスケア第一 1階C,カーラビル １F,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,7.7万円,49.5万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055700b417/
要確認候補,87,160,クイ－ンズスケア第一 1階C,瓦町スクエアビルド ５階,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,7.7万円,83.13万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-57aa80db9732ec15a177a0ec/
要確認候補,87,176,クイ－ンズスケア第一 1階C,貸店舗（一部） クイ－ンズスケア第一 ５階Ｇ,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,7.7万円,3.96 万円,,6.37,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/,https://www.mcrea.jp/kasi-tenpo/detail-5ae18c079732ec4a1d17c2d6/
要確認候補,87,191,クイ－ンズスケア第一 1階C,貸店舗（一部） クイ－ンズスケア第一 1階C,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,7.7万円,7.7 万円,,6.7,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/,https://www.mcrea.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/
要確認候補,87,212,クイ－ンズスケア第一 1階C,貸店舗（一部） カーラビル １F,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,7.7万円,49.5 万円,,37.67,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055700b417/
要確認候補,88,116,新井ビル 200,新井ビル 1階,香川県高松市成合町,香川県高松市成合町,7.7万円,15.07万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5bf219fbe5a69c28beb84613/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-55588e3142494231b8305814/
要確認候補,91,179,漆原テナント・事務所 1階,貸店舗（一部） 飲食店募集　ウイングポート　１Ｆ　２０．７３㎡ 1階一部,香川県高松市香川町大野,香川県高松市香川町大野,8万円,5 万円,,6.27,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-640d66da94d1b8330da06dcb/,https://www.mcrea.jp/kasi-tenpo/detail-6628b3b9d9cbec77c6d93594/
要確認候補,92,94,高松市 香川町寺井 (空港通り駅) の貸店舗（一部）,高松市 香川町寺井 (空港通り駅) の貸店舗（一部）,香川県高松市香川町寺井,香川県高松市香川町寺井,8.5万円,8.8万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-624cf5c1655be9215e0d7ed0/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5af17282e5a69c474d30150d/
要確認候補,92,192,高松市 香川町寺井 (空港通り駅) の貸店舗（一部）,貸店舗（一部） 高松市 香川町寺井 (空港通り駅) の貸店舗（一部）,香川県高松市香川町寺井,香川県高松市香川町寺井,8.5万円,8.8 万円,,19.19,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-624cf5c1655be9215e0d7ed0/,https://www.mcrea.jp/kasi-tenpo/detail-5af17282e5a69c474d30150d/
要確認候補,93,98,サントピア８８ 2階部分,高松市 太田上町 (太田駅) の貸店舗（一部）,香川県高松市太田上町,香川県高松市太田上町,8.8万円,10万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66f5eab3bb872232557dfacb/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-662dca5ca7349f768c4d4d6a/
要確認候補,94,192,高松市 香川町寺井 (空港通り駅) の貸店舗（一部）,貸店舗（一部） 高松市 香川町寺井 (空港通り駅) の貸店舗（一部）,香川県高松市香川町寺井,香川県高松市香川町寺井,8.8万円,8.8 万円,,19.19,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5af17282e5a69c474d30150d/,https://www.mcrea.jp/kasi-tenpo/detail-5af17282e5a69c474d30150d/
要確認候補,95,100,ＹＩビル 201,ＹＩビル 2階,香川県高松市百間町,香川県高松市百間町,8.8万円,10万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66e8d7e134b4f94bff96b221/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6836b1a3edabdc2b84828858/
要確認候補,95,137,ＹＩビル 201,パールコート 1階,香川県高松市百間町,香川県高松市百間町,8.8万円,22万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66e8d7e134b4f94bff96b221/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69e1f4f32b1cfe70dd417739/
要確認候補,95,138,ＹＩビル 201,高松市 百間町 (瓦町駅) の貸店舗（一部）,香川県高松市百間町,香川県高松市百間町,8.8万円,22万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66e8d7e134b4f94bff96b221/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68959441674fe57902cecc97/
要確認候補,95,143,ＹＩビル 201,ＡＫビルⅩⅢ　１階 1階,香川県高松市百間町,香川県高松市百間町,8.8万円,25.3万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66e8d7e134b4f94bff96b221/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a0eb8f8bda945109354afbb/
要確認候補,95,164,ＹＩビル 201,ＹＩビル 201,香川県高松市百間町,香川県高松市百間町,8.8万円,8.8 万円,,10.2,高松ハウジングサービス,瀬戸内ブルースカイ,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66e8d7e134b4f94bff96b221/,https://www.setouchibluesky.jp/kasi-tenpo/detail-67711e227a66187f6e7381a5/
要確認候補,95,206,ＹＩビル 201,貸店舗・事務所(一部) パールコート 1階,香川県高松市百間町,香川県高松市百間町,8.8万円,22 万円,,37.68,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66e8d7e134b4f94bff96b221/,https://www.mcrea.jp/kasi-tenpo/detail-69e1f4f32b1cfe70dd417739/
要確認候補,95,207,ＹＩビル 201,貸店舗（一部） 高松市 百間町 (瓦町駅) の貸店舗（一部）,香川県高松市百間町,香川県高松市百間町,8.8万円,22 万円,,37.68,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66e8d7e134b4f94bff96b221/,https://www.mcrea.jp/kasi-tenpo/detail-68959441674fe57902cecc97/
要確認候補,97,104,ヘンミビル 205,ソリッド 4D,香川県高松市古馬場町,香川県高松市古馬場町,9.9万円,11万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a0e8e5ee5469042fbdbf228/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/
要確認候補,97,125,ヘンミビル 205,シャトー古馬場　２階 2階,香川県高松市古馬場町,香川県高松市古馬場町,9.9万円,16.5万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a0e8e5ee5469042fbdbf228/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055706b417/
要確認候補,97,165,ヘンミビル 205,ソリッド 4D,香川県高松市古馬場町,香川県高松市古馬場町,9.9万円,11 万円,,12.72,高松ハウジングサービス,瀬戸内ブルースカイ,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a0e8e5ee5469042fbdbf228/,https://www.setouchibluesky.jp/kasi-tenpo/detail-66f2a1cb01c9da32355dd689/
要確認候補,97,188,ヘンミビル 205,貸店舗（一部） 小林店舗 １階　東,香川県高松市古馬場町,香川県高松市古馬場町,9.9万円,7.15 万円,,5.71,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a0e8e5ee5469042fbdbf228/,https://www.mcrea.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/
要確認候補,97,193,ヘンミビル 205,貸店舗（一部） ソリッド 4D,香川県高松市古馬場町,香川県高松市古馬場町,9.9万円,11 万円,,12.72,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a0e8e5ee5469042fbdbf228/,https://www.mcrea.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/
要確認候補,97,202,ヘンミビル 205,貸店舗（一部） シャトー古馬場　２階 2階,香川県高松市古馬場町,香川県高松市古馬場町,9.9万円,16.5 万円,,19.93,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a0e8e5ee5469042fbdbf228/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055706b417/
要確認候補,100,137,ＹＩビル 2階,パールコート 1階,香川県高松市百間町,香川県高松市百間町,10万円,22万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6836b1a3edabdc2b84828858/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69e1f4f32b1cfe70dd417739/
要確認候補,100,138,ＹＩビル 2階,高松市 百間町 (瓦町駅) の貸店舗（一部）,香川県高松市百間町,香川県高松市百間町,10万円,22万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6836b1a3edabdc2b84828858/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68959441674fe57902cecc97/
要確認候補,100,143,ＹＩビル 2階,ＡＫビルⅩⅢ　１階 1階,香川県高松市百間町,香川県高松市百間町,10万円,25.3万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6836b1a3edabdc2b84828858/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a0eb8f8bda945109354afbb/
要確認候補,100,164,ＹＩビル 2階,ＹＩビル 201,香川県高松市百間町,香川県高松市百間町,10万円,8.8 万円,,10.2,高松ハウジングサービス,瀬戸内ブルースカイ,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6836b1a3edabdc2b84828858/,https://www.setouchibluesky.jp/kasi-tenpo/detail-67711e227a66187f6e7381a5/
要確認候補,100,206,ＹＩビル 2階,貸店舗・事務所(一部) パールコート 1階,香川県高松市百間町,香川県高松市百間町,10万円,22 万円,,37.68,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6836b1a3edabdc2b84828858/,https://www.mcrea.jp/kasi-tenpo/detail-69e1f4f32b1cfe70dd417739/
要確認候補,100,207,ＹＩビル 2階,貸店舗（一部） 高松市 百間町 (瓦町駅) の貸店舗（一部）,香川県高松市百間町,香川県高松市百間町,10万円,22 万円,,37.68,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6836b1a3edabdc2b84828858/,https://www.mcrea.jp/kasi-tenpo/detail-68959441674fe57902cecc97/
要確認候補,101,163,高松市 香川町川東下 の貸店舗（一部）,高松市 香川町川東下 の貸店舗（一部）,香川県高松市香川町川東下,香川県高松市香川町川東下,11万円,7 万円,,19.57,高松ハウジングサービス,瀬戸内ブルースカイ,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63e5b0fba4cf3a687b612ebf/,https://www.setouchibluesky.jp/kasi-tenpo/detail-66cd2b560b0aca0019518799/
要確認候補,104,125,ソリッド 4D,シャトー古馬場　２階 2階,香川県高松市古馬場町,香川県高松市古馬場町,11万円,16.5万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055706b417/
要確認候補,104,165,ソリッド 4D,ソリッド 4D,香川県高松市古馬場町,香川県高松市古馬場町,11万円,11 万円,,12.72,高松ハウジングサービス,瀬戸内ブルースカイ,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/,https://www.setouchibluesky.jp/kasi-tenpo/detail-66f2a1cb01c9da32355dd689/
要確認候補,104,188,ソリッド 4D,貸店舗（一部） 小林店舗 １階　東,香川県高松市古馬場町,香川県高松市古馬場町,11万円,7.15 万円,,5.71,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/,https://www.mcrea.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/
要確認候補,104,193,ソリッド 4D,貸店舗（一部） ソリッド 4D,香川県高松市古馬場町,香川県高松市古馬場町,11万円,11 万円,,12.72,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/,https://www.mcrea.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/
要確認候補,104,202,ソリッド 4D,貸店舗（一部） シャトー古馬場　２階 2階,香川県高松市古馬場町,香川県高松市古馬場町,11万円,16.5 万円,,19.93,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055706b417/
要確認候補,106,166,富士ビル 地下１階,富士ビル 地下１階,香川県高松市常磐町１丁目,香川県高松市常磐町１丁目,12.1万円,12.1 万円,,28.13,高松ハウジングサービス,瀬戸内ブルースカイ,https://www.takamatsuhousing.jp/kasi-tenpo/detail-662085d6af472b3b825c1d7d/,https://www.setouchibluesky.jp/kasi-tenpo/detail-6860169eee192602e4d25557/
要確認候補,106,197,富士ビル 地下１階,貸店舗（一部） 常盤町Ｋ店舗 2階,香川県高松市常磐町１丁目,香川県高松市常磐町１丁目,12.1万円,15.4 万円,,22.82,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-662085d6af472b3b825c1d7d/,https://www.mcrea.jp/kasi-tenpo/detail-67c2a5191f9c584e0ffb8c6a/
要確認候補,108,112,高松市 屋島西町 (屋島駅) の貸店舗・事務所(一部),西村ジョイ屋島店　１階北ＥＶ前 1階,香川県高松市屋島西町,香川県高松市屋島西町,13万円,14.971万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555897844249423ff8c68216/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67330cb3c7b82905187c793b/
要確認候補,108,126,高松市 屋島西町 (屋島駅) の貸店舗・事務所(一部),高松市 屋島西町 (春日川駅) の貸店舗（一括）,香川県高松市屋島西町,香川県高松市屋島西町,13万円,17万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555897844249423ff8c68216/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/
要確認候補,108,157,高松市 屋島西町 (屋島駅) の貸店舗・事務所(一部),西村ジョイ屋島店　１階テナント　Ｃ区画 1階,香川県高松市屋島西町,香川県高松市屋島西町,13万円,51.4272万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555897844249423ff8c68216/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-680f3150c8d81631e329df64/
要確認候補,108,162,高松市 屋島西町 (屋島駅) の貸店舗・事務所(一部),西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,香川県高松市屋島西町,13万円,262.7571万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555897844249423ff8c68216/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-673304b1b1a9b138a07f12fd/
要確認候補,108,169,高松市 屋島西町 (屋島駅) の貸店舗・事務所(一部),貸店舗（一部） 西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,香川県高松市屋島西町,13万円,262.7571 万円,,823.69,高松ハウジングサービス,植村不動産,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555897844249423ff8c68216/,https://www.uemura-re.jp/kasi-tenpo/detail-6807684dece7cc2832b157bb/
要確認候補,108,203,高松市 屋島西町 (屋島駅) の貸店舗・事務所(一部),貸店舗（一括） 高松市 屋島西町 (春日川駅) の貸店舗（一括）,香川県高松市屋島西町,香川県高松市屋島西町,13万円,17 万円,,40.07,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555897844249423ff8c68216/,https://www.mcrea.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/
要確認候補,109,194,高松市 扇町２丁目 (昭和町駅) の貸店舗（一部）,貸店舗（一部） 高松市 扇町２丁目 (昭和町駅) の貸店舗（一部）,香川県高松市扇町２丁目,香川県高松市扇町２丁目,13.2万円,13.2 万円,,40.91,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67f20f823d177354830cb311/,https://www.mcrea.jp/kasi-tenpo/detail-67f20f823d177354830cb311/
要確認候補,110,189,ＡＫビル片原町Ⅱ　２階　北西 （２０２号）,貸店舗（一部） ＡＫビル片原町Ⅱ　２階　北東 （２０１）,香川県高松市片原町,香川県高松市片原町,13.2万円,7.7 万円,,12.09,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-684a89ea243a5b1d0deb1257/,https://www.mcrea.jp/kasi-tenpo/detail-684fade320d8493430490ebe/
要確認候補,110,195,ＡＫビル片原町Ⅱ　２階　北西 （２０２号）,貸店舗（一部） ＡＫビル片原町Ⅱ　２階　北西 （２０２号）,香川県高松市片原町,香川県高松市片原町,13.2万円,13.2 万円,,21.01,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-684a89ea243a5b1d0deb1257/,https://www.mcrea.jp/kasi-tenpo/detail-684a89ea243a5b1d0deb1257/
要確認候補,112,126,西村ジョイ屋島店　１階北ＥＶ前 1階,高松市 屋島西町 (春日川駅) の貸店舗（一括）,香川県高松市屋島西町,香川県高松市屋島西町,14.971万円,17万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67330cb3c7b82905187c793b/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/
要確認候補,112,157,西村ジョイ屋島店　１階北ＥＶ前 1階,西村ジョイ屋島店　１階テナント　Ｃ区画 1階,香川県高松市屋島西町,香川県高松市屋島西町,14.971万円,51.4272万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67330cb3c7b82905187c793b/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-680f3150c8d81631e329df64/
要確認候補,112,162,西村ジョイ屋島店　１階北ＥＶ前 1階,西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,香川県高松市屋島西町,14.971万円,262.7571万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67330cb3c7b82905187c793b/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-673304b1b1a9b138a07f12fd/
要確認候補,112,169,西村ジョイ屋島店　１階北ＥＶ前 1階,貸店舗（一部） 西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,香川県高松市屋島西町,14.971万円,262.7571 万円,,823.69,高松ハウジングサービス,植村不動産,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67330cb3c7b82905187c793b/,https://www.uemura-re.jp/kasi-tenpo/detail-6807684dece7cc2832b157bb/
要確認候補,112,203,西村ジョイ屋島店　１階北ＥＶ前 1階,貸店舗（一括） 高松市 屋島西町 (春日川駅) の貸店舗（一括）,香川県高松市屋島西町,香川県高松市屋島西町,14.971万円,17 万円,,40.07,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67330cb3c7b82905187c793b/,https://www.mcrea.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/
要確認候補,113,148,大内ビル 1階,巧匠ビル　１・２階,香川県高松市今新町,香川県高松市今新町,15万円,28万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6833f5d6c196ea30e30ea1ee/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-660e5dbfedc6e56a05971a7b/
要確認候補,113,196,大内ビル 1階,貸店舗（一部） 大内ビル 1階,香川県高松市今新町,香川県高松市今新町,15万円,15 万円,,20.88,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6833f5d6c196ea30e30ea1ee/,https://www.mcrea.jp/kasi-tenpo/detail-6833f5d6c196ea30e30ea1ee/
要確認候補,119,124,プレシャス番町ビル 4F,プレシャス番町ビル（第一讃機ビル） 4 F北東ｶｰﾈｰｼｮﾝ,香川県高松市番町３丁目,香川県高松市番町３丁目,15.8万円,16.5万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68db7f1ba22de730730349b5/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63d8b7d3f47768688d0d5cfc/
要確認候補,119,147,プレシャス番町ビル 4F,プレシャス番町ビル（第一讃機ビル） 2F南東コスモス,香川県高松市番町３丁目,香川県高松市番町３丁目,15.8万円,27.5万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68db7f1ba22de730730349b5/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63d8a4e80cccef06e5316d54/
要確認候補,119,167,プレシャス番町ビル 4F,プレシャス番町ビル 4F,香川県高松市番町３丁目,香川県高松市番町３丁目,15.8万円,15.8 万円,,26.28,高松ハウジングサービス,瀬戸内ブルースカイ,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68db7f1ba22de730730349b5/,https://www.setouchibluesky.jp/kasi-tenpo/detail-68db7f1ba22de730730349b5/
要確認候補,120,145,ツゥーフィートビル 5-B,高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）,香川県高松市鍛冶屋町,香川県高松市鍛冶屋町,16.5万円,26.4万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-59d30e12e5a69c6ccf3e274c/
要確認候補,120,174,ツゥーフィートビル 5-B,貸店舗（一部） ソウゲンビル 5階南,香川県高松市鍛冶屋町,香川県高松市鍛冶屋町,16.5万円,2.53 万円,,4.83,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/,https://www.mcrea.jp/kasi-tenpo/detail-69cf5e9d3e48c96bbe22d527/
要確認候補,120,185,ツゥーフィートビル 5-B,貸店舗（一部） ソウゲンビル 5階,香川県高松市鍛冶屋町,香川県高松市鍛冶屋町,16.5万円,6.05 万円,,9.55,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/,https://www.mcrea.jp/kasi-tenpo/detail-69cf5969be5a90e31cbaa050/
要確認候補,120,198,ツゥーフィートビル 5-B,貸店舗（一部） ツゥーフィートビル 5-B,香川県高松市鍛冶屋町,香川県高松市鍛冶屋町,16.5万円,16.5 万円,,18.63,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/,https://www.mcrea.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/
要確認候補,120,209,ツゥーフィートビル 5-B,貸店舗（一部） 高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）,香川県高松市鍛冶屋町,香川県高松市鍛冶屋町,16.5万円,26.4 万円,,37.57,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/,https://www.mcrea.jp/kasi-tenpo/detail-59d30e12e5a69c6ccf3e274c/
要確認候補,121,128,京都興産ビル ５F,向山ビル２Ｆ 2F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,16.5万円,19.8万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/
要確認候補,121,135,京都興産ビル ５F,京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,16.5万円,22万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,121,161,京都興産ビル ５F,ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,16.5万円,220万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
要確認候補,121,175,京都興産ビル ５F,貸店舗（一部） クイーンズスクエア第２ビル 5－D,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,16.5万円,3.3 万円,,5.73,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.mcrea.jp/kasi-tenpo/detail-5558977c42494231d07c6e16/
要確認候補,121,177,京都興産ビル ５F,貸店舗（一部） クイーンズスクエア第２ビル 3-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,16.5万円,4.4 万円,,6.79,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f3b317/
要確認候補,121,180,京都興産ビル ５F,貸店舗（一部） クイーンズスクエア第２ビル 5-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,16.5万円,5 万円,,8.07,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/
要確認候補,121,181,京都興産ビル ５F,貸店舗（一部） クイーンズスクエア第２ビル 3-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,16.5万円,5.28 万円,,7.47,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/
