判定,代表index,重複index,代表物件名,重複物件名,代表所在地,重複所在地,代表家賃,重複家賃,代表坪数,重複坪数,代表サイト,重複サイト,代表URL,重複URL
要確認候補,177,181,貸店舗（一部） クイーンズスクエア第２ビル 3-C,貸店舗（一部） クイーンズスクエア第２ビル 3-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,4.4 万円,5.28 万円,6.79,7.47,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f3b317/,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/
要確認候補,177,182,貸店舗（一部） クイーンズスクエア第２ビル 3-C,貸店舗（一部） クイーンズスクエア第２ 7-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,4.4 万円,5.5 万円,6.79,9.54,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f3b317/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/
要確認候補,177,183,貸店舗（一部） クイーンズスクエア第２ビル 3-C,貸店舗（一部） クイーンズスクエアービル第２ 6-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,4.4 万円,5.5 万円,6.79,8.93,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f3b317/,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/
要確認候補,177,186,貸店舗（一部） クイーンズスクエア第２ビル 3-C,貸店舗（一部） クイーンズスクエア第２ 5-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,4.4 万円,6.05 万円,6.79,9.77,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f3b317/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f6b317/
要確認候補,177,190,貸店舗（一部） クイーンズスクエア第２ビル 3-C,貸店舗（一部） クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,4.4 万円,7.7 万円,6.79,12.55,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f3b317/,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/
要確認候補,177,199,貸店舗（一部） クイーンズスクエア第２ビル 3-C,貸店舗（一部） 京都興産ビル ５F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,4.4 万円,16.5 万円,6.79,35.34,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f3b317/,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/
要確認候補,177,204,貸店舗（一部） クイーンズスクエア第２ビル 3-C,貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,4.4 万円,22 万円,6.79,35.34,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f3b317/,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,177,214,貸店舗（一部） クイーンズスクエア第２ビル 3-C,貸店舗（一部） ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,4.4 万円,220 万円,6.79,314.21,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f3b317/,https://www.mcrea.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
要確認候補,180,181,貸店舗（一部） クイーンズスクエア第２ビル 5-C,貸店舗（一部） クイーンズスクエア第２ビル 3-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5 万円,5.28 万円,8.07,7.47,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/
要確認候補,180,182,貸店舗（一部） クイーンズスクエア第２ビル 5-C,貸店舗（一部） クイーンズスクエア第２ 7-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5 万円,5.5 万円,8.07,9.54,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/
要確認候補,180,183,貸店舗（一部） クイーンズスクエア第２ビル 5-C,貸店舗（一部） クイーンズスクエアービル第２ 6-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5 万円,5.5 万円,8.07,8.93,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/
要確認候補,180,186,貸店舗（一部） クイーンズスクエア第２ビル 5-C,貸店舗（一部） クイーンズスクエア第２ 5-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5 万円,6.05 万円,8.07,9.77,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f6b317/
要確認候補,180,190,貸店舗（一部） クイーンズスクエア第２ビル 5-C,貸店舗（一部） クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5 万円,7.7 万円,8.07,12.55,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/
要確認候補,180,199,貸店舗（一部） クイーンズスクエア第２ビル 5-C,貸店舗（一部） 京都興産ビル ５F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5 万円,16.5 万円,8.07,35.34,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/
要確認候補,180,204,貸店舗（一部） クイーンズスクエア第２ビル 5-C,貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5 万円,22 万円,8.07,35.34,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,180,214,貸店舗（一部） クイーンズスクエア第２ビル 5-C,貸店舗（一部） ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5 万円,220 万円,8.07,314.21,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/,https://www.mcrea.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
要確認候補,181,182,貸店舗（一部） クイーンズスクエア第２ビル 3-B,貸店舗（一部） クイーンズスクエア第２ 7-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.28 万円,5.5 万円,7.47,9.54,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/
要確認候補,181,183,貸店舗（一部） クイーンズスクエア第２ビル 3-B,貸店舗（一部） クイーンズスクエアービル第２ 6-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.28 万円,5.5 万円,7.47,8.93,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/
要確認候補,181,186,貸店舗（一部） クイーンズスクエア第２ビル 3-B,貸店舗（一部） クイーンズスクエア第２ 5-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.28 万円,6.05 万円,7.47,9.77,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f6b317/
要確認候補,181,190,貸店舗（一部） クイーンズスクエア第２ビル 3-B,貸店舗（一部） クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.28 万円,7.7 万円,7.47,12.55,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/
要確認候補,181,199,貸店舗（一部） クイーンズスクエア第２ビル 3-B,貸店舗（一部） 京都興産ビル ５F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.28 万円,16.5 万円,7.47,35.34,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/
要確認候補,181,204,貸店舗（一部） クイーンズスクエア第２ビル 3-B,貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.28 万円,22 万円,7.47,35.34,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,181,214,貸店舗（一部） クイーンズスクエア第２ビル 3-B,貸店舗（一部） ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.28 万円,220 万円,7.47,314.21,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/,https://www.mcrea.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
自動重複削除,182,186,貸店舗（一部） クイーンズスクエア第２ 7-B,貸店舗（一部） クイーンズスクエア第２ 5-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.5 万円,6.05 万円,9.54,9.77,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f6b317/
要確認候補,182,183,貸店舗（一部） クイーンズスクエア第２ 7-B,貸店舗（一部） クイーンズスクエアービル第２ 6-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.5 万円,5.5 万円,9.54,8.93,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/
要確認候補,182,190,貸店舗（一部） クイーンズスクエア第２ 7-B,貸店舗（一部） クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.5 万円,7.7 万円,9.54,12.55,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/
要確認候補,182,199,貸店舗（一部） クイーンズスクエア第２ 7-B,貸店舗（一部） 京都興産ビル ５F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.5 万円,16.5 万円,9.54,35.34,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/
要確認候補,182,204,貸店舗（一部） クイーンズスクエア第２ 7-B,貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.5 万円,22 万円,9.54,35.34,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,182,214,貸店舗（一部） クイーンズスクエア第２ 7-B,貸店舗（一部） ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.5 万円,220 万円,9.54,314.21,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/,https://www.mcrea.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
要確認候補,183,190,貸店舗（一部） クイーンズスクエアービル第２ 6-C,貸店舗（一部） クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.5 万円,7.7 万円,8.93,12.55,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/
要確認候補,183,199,貸店舗（一部） クイーンズスクエアービル第２ 6-C,貸店舗（一部） 京都興産ビル ５F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.5 万円,16.5 万円,8.93,35.34,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/
要確認候補,183,204,貸店舗（一部） クイーンズスクエアービル第２ 6-C,貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.5 万円,22 万円,8.93,35.34,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,183,214,貸店舗（一部） クイーンズスクエアービル第２ 6-C,貸店舗（一部） ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,5.5 万円,220 万円,8.93,314.21,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/,https://www.mcrea.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
要確認候補,185,198,貸店舗（一部） ソウゲンビル 5階,貸店舗（一部） ツゥーフィートビル 5-B,香川県高松市鍛冶屋町,香川県高松市鍛冶屋町,6.05 万円,16.5 万円,9.55,18.63,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69cf5969be5a90e31cbaa050/,https://www.mcrea.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/
要確認候補,185,209,貸店舗（一部） ソウゲンビル 5階,貸店舗（一部） 高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）,香川県高松市鍛冶屋町,香川県高松市鍛冶屋町,6.05 万円,26.4 万円,9.55,37.57,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69cf5969be5a90e31cbaa050/,https://www.mcrea.jp/kasi-tenpo/detail-59d30e12e5a69c6ccf3e274c/
要確認候補,188,202,貸店舗（一部） 小林店舗 １階　東,貸店舗（一部） シャトー古馬場　２階 2階,香川県高松市古馬場町,香川県高松市古馬場町,7.15 万円,16.5 万円,5.71,19.93,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055706b417/
要確認候補,189,195,貸店舗（一部） ＡＫビル片原町Ⅱ　２階　北東 （２０１）,貸店舗（一部） ＡＫビル片原町Ⅱ　２階　北西 （２０２号）,香川県高松市片原町,香川県高松市片原町,7.7 万円,13.2 万円,12.09,21.01,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-684fade320d8493430490ebe/,https://www.mcrea.jp/kasi-tenpo/detail-684a89ea243a5b1d0deb1257/
要確認候補,190,199,貸店舗（一部） クイーンズスクエアービル第２ 7-A,貸店舗（一部） 京都興産ビル ５F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,7.7 万円,16.5 万円,12.55,35.34,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/
要確認候補,190,204,貸店舗（一部） クイーンズスクエアービル第２ 7-A,貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,7.7 万円,22 万円,12.55,35.34,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,190,214,貸店舗（一部） クイーンズスクエアービル第２ 7-A,貸店舗（一部） ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,7.7 万円,220 万円,12.55,314.21,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/,https://www.mcrea.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
要確認候補,191,212,貸店舗（一部） クイ－ンズスケア第一 1階C,貸店舗（一部） カーラビル １F,香川県高松市瓦町２丁目,香川県高松市瓦町２丁目,7.7 万円,49.5 万円,6.7,37.67,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-68f074cf4c8c312b4b224e88/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055700b417/
要確認候補,198,209,貸店舗（一部） ツゥーフィートビル 5-B,貸店舗（一部） 高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）,香川県高松市鍛冶屋町,香川県高松市鍛冶屋町,16.5 万円,26.4 万円,18.63,37.57,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-682a97c00113b83abe1a03d1/,https://www.mcrea.jp/kasi-tenpo/detail-59d30e12e5a69c6ccf3e274c/
自動重複削除,199,204,貸店舗（一部） 京都興産ビル ５F,貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,16.5 万円,22 万円,35.34,35.34,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,199,214,貸店舗（一部） 京都興産ビル ５F,貸店舗（一部） ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,16.5 万円,220 万円,35.34,314.21,エムクレア,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,https://www.mcrea.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
